#Iter,treeSize,trans2tranv,rfDist,LogLikelihood
1,12,1.6174150217440084,0.8108104259222487,-4822.094341861647
2,12,1.6174150217440084,0.021965316017310152,-4825.967603354959
3,12,1.7433281583488627,0.08894497943733475,-4804.659306910917
4,12,2.047488273010628,0.015554849690041284,-4772.246693339021
5,12,2.047488273010628,0.008084181490432232,-4771.131694423839
6,12,2.2494550493418806,0.009868938135661004,-4754.595496342568
7,12,2.2575664744645954,0.02146772744945078,-4756.330223157833
8,12,2.2841298791666005,0.03192505504118671,-4751.901602724158
9,12,2.5805734036037307,0.01205286027281248,-4733.094609763259
10,12,2.6276817968937065,0.023258510006947272,-4731.353242344089
11,12,2.6276817968937065,0.0,-4731.353242344089
12,12,3.0085094912292214,0.0,-4713.061093254095
13,12,3.0085094912292214,0.03179941341715077,-4708.182391097918
14,12,3.390882855260269,0.017775623131107796,-4694.0042468101565
15,12,3.718313367362568,0.007456391332840914,-4684.935764115646
16,12,4.082189040673114,0.04822789737514399,-4678.2392769155795
17,12,4.082189040673114,0.044705015165669576,-4678.752072356665
18,12,4.082189040673114,0.02167584075276907,-4676.891047370089
19,12,4.903407229243718,0.01846793987044259,-4662.562188949036
20,12,4.903407229243718,0.026495504013509932,-4665.730621545425
21,12,4.903407229243718,0.03619488223763176,-4667.430279904605
22,12,4.903407229243718,0.04337351574851928,-4663.661549486068
23,12,5.568778511760731,0.023825583516309888,-4657.4499401109115
24,12,5.568778511760731,0.016090724351659806,-4656.210586244679
25,12,5.568778511760731,0.0,-4656.210586244679
26,12,5.568778511760731,0.05677233935665954,-4660.634380688942
27,12,5.559470440890224,0.012732196874241333,-4659.918840634276
28,12,5.559470440890224,0.011413894298934676,-4661.243033300061
29,12,6.413690570468405,0.018985588508151574,-4655.199328279384
30,12,6.413690570468405,0.3041190147280258,-4620.907159879891
31,12,6.87166103801131,0.01566039559176509,-4619.055152981897
32,12,7.936364057846828,0.004763806188693057,-4616.983353738207
33,12,8.833528140864992,0.01226544082941862,-4616.317733667516
34,12,8.064296158967752,0.02537124293957042,-4616.940034101521
35,12,9.51623872040447,0.008126218331953636,-4618.054441662849
36,12,7.759177534993928,0.02979258823045823,-4620.471576903377
37,12,8.007101996835013,0.0,-4620.254001311225
38,12,8.14611879075553,0.012779531888284915,-4618.782353465833
39,12,8.14611879075553,0.04039918274058209,-4618.13532875951
40,12,9.556067059024185,0.02281320810958752,-4619.193659690447
41,12,9.453449931925894,0.03198657569359338,-4618.728202072434
42,12,9.718562557172879,0.029938491213354554,-4618.0825721743295
43,12,9.41347013296541,0.0033621508291869218,-4618.37411354966
44,12,9.41347013296541,0.0,-4618.37411354966
45,12,7.666180376431893,0.0,-4618.217991258309
46,12,7.367270561956862,0.013826117760706996,-4617.444245823736
47,12,7.367270561956862,0.032271453263723854,-4622.731534498923
48,12,8.610086016248006,0.041921116938662704,-4615.804688590014
49,12,8.429436680307349,0.005509586523480922,-4615.378925743408
50,12,8.429436680307349,0.009849601631783347,-4616.368892107275
51,12,8.429436680307349,0.00635848736695814,-4617.026522915014
52,12,8.429436680307349,0.030140649037663086,-4617.801175597626
53,12,8.429436680307349,0.0,-4617.801175597626
54,12,7.832737312970661,0.0,-4618.076111358954
55,12,7.832737312970661,0.0,-4618.076111358954
56,12,8.500513063402417,0.0,-4617.804834533359
57,12,8.63527185034005,0.0,-4617.830718016933
58,12,8.63527185034005,0.0,-4617.830718016933
59,12,8.63527185034005,0.0,-4617.830718016933
60,12,8.33624562503117,0.0,-4617.807284543858
61,12,8.33624562503117,0.0,-4617.807284543858
